Review,Score,ThumbsUp,CreatedAt
"Sumpah demi apapun Beberapa kali buat upgrade gopay plus gagal mulu karna foto kuras pas, buram, cahaya kurang bahkan sudah hampir selesai tiba2 layar jadi putih dan balik lagi ke foto pengbilan awal. Aplikasi ga jelas. Aumpah demi apapun.",1,16,2021-02-21 20:29:59
"Aplikasi sebenernya bagus. Cuma kurang suka aja sama sistem deliverynya aja. Udah disuruh tunggu 1 jam, ga ada progress, gabisa di cancel dr customer, ditungguin lebih lama lg tiba2 di cancel dari gojeknya krn ga dapet driver! Gada kompensasi apapun, buang buang waktu.",2,125,2025-01-28 20:25:26
"aplikasi jelek, saking udah ga lakunya sengaja bikin iklan sana sini mana tanda silang di iklan nya kecil bgt sengaja biar masuk ke aplikasinya. padahal ga pernah skip iklan ny, ga masalah jg dgn iklannya tapi menyulitkan org lain kalo iklan ny udah selesi tetep gabisa dikembaliin karna tanda silang ny kecil bgt. kasian udah terlalu ga laku sampe buat iklan sebegitunya menyulitkan org lain.",1,2,2025-01-19 15:28:58
"Ganti email ja ribet bgt, aturan tu masuk aplikasi ada 2 pilihan, bisa pakai no hp dan email, jadi klau ganti no yg sudah hilang atau email yg lupa kata sandi bs langsung di ganti dan langsung di proses secepat nya",1,2,2021-01-14 16:50:53
"Mengenai transfer saldo GO-PAY ke QRIS, Saya sudah transfer, riwayat transfer berhasil, tetapi tidak masuk ke QRIS yg saya tuju, katanya sih nyangkut bakal di refund beberapa hari, tpi kok udah hampir 1 minggu uang blm kembali ??",2,0,2021-04-03 23:53:12
"semua tahapan untuk upgrade akun sudah, kalau sampai pada tahapan penarikan saldo tidak ada masalah, nanti dikasih bintang Full. Sejauh ini Mantab banget Aplikasi ini 1 juli 2020...saya kasih Bintang penuh karena sudah bisa withdraw. Tks Gopay",5,0,2020-07-01 18:20:51
Maaf bintang saya turunin soalnya kesel plus malu. saya udah nyari driver beberapa menit lalu tidak menemukan. Lalu saya batalkan booking tapi tanpa sepengtahuan saya saat saya udah sampe malah ke connect ke driver. Saya udah sampe tujuan dengan apk lain gojek malah tiba tiba memunculkan driver...... padahal udah batal bookingnya.,2,0,2024-06-25 21:30:34
"Aku suka aplikasi ini... Voucher minimal ordernya dikurangin donk, klo belanjanya ga sampai 70 sama aja bohong ga bisa dipake... Mending dibuat voucher 10 ribu aja tapi ga ada minimal ordernya, dr pd voucher 20 ribu tp ada minimal order... Maju terus gojek... Terimakasih",5,0,2020-02-15 06:36:51
Laah ini jarak pengantaran grab car dll maksimal cuma 100km?? La kalau memang perjalanan jauh masa ga ada opsi lain. Aplikasi sebelah aja nampung2 aja berapapun (km) nya. So sad otw uninstall.,1,0,2023-05-20 18:43:12
"Aplikasinya gajelas. Bikin akun gk bisa-bisa. Banyak percobaan ya gara² gak bisa masukin email-nya. Terlalu banyak percobaan lah, demi keamanan akun lah, padahal akun sendiri. Aplikasi aneh, GAJELAS",1,0,2024-10-21 15:42:50
"Udah lebih 10 tahun lho jadi user apps ini, udah verifikasi segala macam. Masih saja, setiap top up saldo oneklik harus saja verifikasi kode OTP dimana harus bayar PULSA !!! tolong lah dingertiin, ada beberapa orang seperti saya yang 1 SIM/Nomornya mmang hanya digunakan untuk apps saja, dan pulsa tidak selalu standby. Yang selalu standby di SIM yg lain. Selain itu jika tiap minggu top up harus verifikasi, meskipun tidak banyak satuannya tapi kan jika diakumulasi akan menghabiskan pulsa tsb.",1,51,2025-01-17 08:08:54
"Kecewa, upgrade gopay plus selalu gagal, sudah coba beberapa kali pengambilan foto sudah sesuai tapi hasilnya tetep nihil, kenapa bisa begitu ya tolong jangan persulit",1,0,2021-03-03 00:24:48
"Susah mau batalain orderan, jika resto posisi tutup tapi masih aktif di aplikasi, cari no cs nya ndk dapat²..setiap driver tercancel masuk driver baru, mau di cancel tidak bisa..mitra resto klu tutup ndk di close aplikasinya jadi bikin susah customernya...",2,0,2024-03-13 18:49:06
"Kenapa sih mau beli dan bayar pulsa aja susah banget? Saldo ada, jaringan stabil... Emang lagi di perbaiki atau gimana? Tolong dong, biasanya juga mudah banget pakai pembayaran Gopay. Tolong di perbaiki lagi ya, Min.. Supaya bisa mudah seperti dulu lagi. Terimakasih 💚",1,0,2021-04-23 14:44:28
"mohon untuk ketepatan lokasinya, agar barang atau makanan yang kami pesan sesuai dengan aslinya. kenapa? karna saya mendapat pengalaman yg tidak menyenangkan dari gojeknya karna lokasi nya tidak tepat, makanannya udah dingin + saya diceramahin dlu.",5,0,2019-04-13 17:01:26
Makin hari makin mahal aja.. Promonya jg kagak ada Lebih murah pake maxim klo kemana2. Klo pesan makan promo2nya gk bisa dipake Giliran gk ada gopay ada promo untuk yg bayar pake gopay Giliran isi gopay Promonya hilang wkwkwkkwkw Udah gitu lemot banget Tiba2 bsa kluar sndiri Klo pke grab food 2promo bsa dimasukin ke pesanan Klo di gofood cuma bsa plih satu Oh iya klo bisa biaya ongkir jgn trllu mahal Apalgi biaya aplikasinya semakin hari smakin naik aja Dipapua skrg maxim yg sering dipke,1,1,2023-10-22 15:58:23
Tolong dong dibuat tombol bisa batal pesanan melalui aplikasi. Masa klo aplikasi error dan terpesan double untuk membatalkan salah satunya harus telpon cs. Tolong dibuat fiturnya. Tq,1,0,2021-05-21 22:50:17
"Ini kenapa ya apk gojek tiba-tiba ngirim notifikasi bahwa ""sudah mendapat driver untuk mengantar"". padahal saya sudah diantar oleh driver yang lain,tolong diperbaiki. Saya tidak menekan fitur panggil lagi karena saya hanya memanggil driver sekali tidak berkali-kali",3,0,2024-09-30 07:29:56
"Sebenarnya aplikasi ini yg paling lengkap fiturnya tapi saya kecewa berat karna sdh beberapa tahun menggunakan aplikasi ini dgn susah payah mengumpulkan point XP tapi ketika saya berada didaerah yg tdk masuk jangkauan gojek dalam waktu beberapa bulan, tiba2 point XP saya langsung menurun. Saya ini pelanggan/costumer jadi tolong di prioritaskan pelanggan/costumer, jangan sampai pelanggan lari ke provider lain.",1,8,2023-09-13 15:02:02
"Aplikasi Oke,Fine fine aja,membantu gw banget,Tapi...Gw mau daftar PayLater kok ga bisa ya?,Padahal udah gopay plus,Pas masuk ke paylater,tulisannya sedang di daftarkan,mohon menunggu 1×24 jam,Sedangkan ini udah 1 mingguan ga ada konfirmasi",5,15,2021-05-04 19:20:34
"Hanya mau protes aja. Pliss kalian itu udah dapat dr internet, dr customer, dr mitra yg kalian potong gak kira2. Artinya aplikasi ini emang banyak penggunanya, kalo misal ada penurunan pemakaian, ya diperbaiki sistemnya dan pelayanannya. ASLI.. Iklan gojek ini nongol diaplikasi lain dgn SANGAT MENGGANGGU SEKALI! Sangat sering dan berulang-ulang dalam sekali tayang harus klik tanda silang 2-3 kali, bahkan durasinya jg lama. SANGAT MENGGANGGU SEKALI!! Tolong ngiklan yg ngotak dong!!",2,117,2025-02-10 23:47:29
"Update aplikasi mulu,nyusahin tau ga memory abis terus buat lo doang. Abis update malah peta yang biasanya selalu ada tinggal enter beberapa words trus klik,,ini ga ada di peta,suruh pilih dari map. Lokira gw pemerhati peta dunia hafal dimana letak bangunan2 tujuan..Rusak rusak...",1,6,2020-03-14 06:32:56
Saya pesan sudah sudah lama gak ada yg ambil...sekali nya ada yg ngambil di cancel...sekali nya saya gak order apa apa malah ada yg masuk...aneh...parah ini aplikasinya...Di updated bukan makin bagus malah gak bener....,1,21,2024-04-15 15:43:09
"Gojek curang, saya booking gocar kemarin, driver dichat gak bales, ditelfon juga nomornya mati, jadi nunggu lama sampai akhirnya saya cancel, dua order selanjutnya tetep sama, terus saya gak bisa order lagi, INI DIBLOKIR KAN, dulu pernah kayak gini padahal ada gopaynya dan hangus uang saya, sampai akhirnya ganti nomor, dan kejadian lagi kayak gini Tolong buat kebijakan itu yang sehat, main blokir aja, untung yang terakhir gopay saya kosong, coba kalo ada isinya, hadehh",1,11,2020-03-05 11:42:53
"Tombol pembatalan pesanan tolong diakan, karena saya mau membatalkan pesanan tidak bisa, karena ada item yg belum terpilih dan akhir nya saya harus pesan gojek lagi 2 kali ongkos kirim",1,16,2022-04-29 14:46:35
"Makin gajelas nih aplikasi, apalagi Gopaylater ya. Udah gabisa buat bayar pulsa di tokopedia, muncul di metode pembayaran tapi gabisa digunakan dgn alasan ""tidak memenuhi kriteria"", makin gajelas alasannya pdhl udh pake lama & gapernah telat. Terus di gofood apalagi, udah mau bayar aplikasinya error Ampe log out Ampe apus aplikasi instal lagi masih begitu juga. Dari yg dulu bintang 5 skrg bintang 1 kayanya juga gaikhlas.",1,0,2023-12-19 15:29:36
"Bagus karna terbantu di kondisi manapun, tapi penentuan tarif buat mobil dan motor saat hujan gak adil. Sy bukan rider, sy cuma penumpang. Kalau hujan, harusnya bukan mobil yg naik 3 kali lipat tarifnya, kemahalan. Paling gak motor aja yg dinaikin tarif kalau hujan, tapi bukan 3 kali lipat, tambahin aja 5rb gitu udah cukup. Tarif buat gocar atau mobil mah bikin kita setengah mati bayarnya. Udah gitu kita biasanya yg pengguna gojek biasanya orang-orang yg gak ada kendaraan.",5,0,2025-09-22 20:40:07
"Terlalu lama mencari driver pengganti ketika driver pertama tidak merespon. Dan terlalu kebanyakan persyaratan untuk memakai voucher. Kl mau kasih ya kasih aja, tidak usah memakai minim pembelian. Kalau pembelian masih masuk sih gak masalah, terkadang sampai 2X sampai 3X tarif pemesanan baru bisa memakai voucher.",2,0,2021-05-31 00:17:46
"Tolong perbaiki interface untuk bagian pembayaran lah. Dibuat halaman khusus dimana pilihan pembayaran nampak semua (minimal per kategori). Dibuat bertahap jangan dalam 1 halaman. Bikin bingung yang belum terbiasa sama UI gojek. Pake jebakan betmen ""pesan sekarang"" segala NYEBELIN tau.",2,248,2023-04-27 13:52:09
"Sekarang jadi terlalu banyak biaya tambahan, sehingga ongkir membengkak. Dan pembatalan pesanannya tolong lebih update lagi, masa iya udah hampir 1 jam baru ada pembatalan, kita udah ngira mau nyampe pesanan malah dibatalkan resto, kan jadi lama lagi nunggunya.",1,58,2024-11-28 19:41:04
"Gojek kok parah sih sekarang, gak bisa pesan goride, go car, cuma bsa goofood, setiap mo pesan layar ny ngeblank jd putih, trus kmbali k menu awal, padhal dah di upgrad, cache ny udah d hpus, tapi masih, susah kalo kex gini, buat saya yg sering bepergian, tolong donng, solusi nya.",2,15,2020-02-08 21:28:42
Gopay nya untuk pembayaran sering error dan di ulangi beberapa kali juga tidak bisa dan saat memasukkan pin sering terjadi error tolong diperbaiki min nanti aku kasih bintang 5 kalau gopay nya lancar,2,6,2024-04-01 16:47:32
"Kenapa saya ketika checkout gofood, promo restoran dan voucher gofood yg saya punya tidak bisa digabung? Harus pilih salah satu, biasanya kalau belanja sesuai dengan promo yang ada di resto sudah otomatis terpasang promonya tp di akun saya tidak, sedangkan di akun lain sudah otomatis terpasang",3,21,2022-07-05 05:09:46
"Tolong di jelaskan kenapa saldo gopay saya terpotong oleh top up game higs domino 2x dalam tgl 12 mei 2023 pkl 12.58 Rp.5.550 tgl 12 mei 2023 Rp.33.300 padahal saya sudah menonaktifkn semua layanan pembayaran di playstore / gojek, dan saya juga tidak sedang memain kan game tersebut, tiba tiba ada notifikasi masuk saldo terpotong, tolong respon saya mau minta bantuan di apk nya,tidak ada live chat ke admin nya langsung. Nyesek saldo 38.850 lenyap begitu saja, uang segitu bagi saya lumayan.",2,3,2023-05-12 02:03:31
"tolong ya, setiap saya pesan makanan selalu gak pernah dpt driver & ujung ujungnya di batalin. padahal saya udh pesen diwaktu kondisinya gak begitu rame. tapi giliran saya pesen pke hp lain, langsung dpt driver.",1,1,2026-03-15 16:36:19
"Entah kenapa akhir² ini setiap coba transaksi pake ini selalu jaringan jelek pas periksa jaringannya,, jaringannya full tanpa kendala ,, mohon dong perbaiki,, di update dan upgrade sama sekali tidak ad perubahan,makin kesini makin bermasalah",1,0,2024-02-17 08:15:37
"Aplikasi lag banget,muter terus Saya coba buat login ulang,pas masukin no hp dan data lainnya muter muter terus.di tunggu 30 menitan juga gak mau masuk update juga sudah sinyal juga bagus kok sy pakek wifi gak bisa juga pakek kuota jga gabisa.....gimana ini?",1,140,2022-11-04 04:54:47
"Paling tidak memuaskan utk go food, kdg suka brubah sndri hrg pembayaran, ntah yg gk update list harga si pedagangnya atau ojolnya maen rubah2 harga. Mau gk mau ya dibayar kalo udah smpe. Tlg di non aktifkan fasilitas ojol rubah2 harga, konfirm dlu kalau harga gak sesuai list!",3,0,2018-12-16 18:11:35
"Aplikasinya lemot parahhhhh.. Kadang abis beli tiket KRL udah di aktifin lokasi gak pernah di matiin masih disuruh aktifin lokasi lagi, sengaja standby gak keluarin apk gojek biar langsung kebuka QR nya, malah masih suruh aktifin lokasi.",3,1,2023-09-26 08:31:37
Warung nya monoton. Yang enak2 ngumpul di grab. Trus filter nya gak ada pilihan terdekat. Emang ada sih fitur terdekat. Tapi dr yg terdekat itu gabida nyari menu yg disuka. Ah ribet pokoknya. Diskon banyak sih... Tapii bosenin,2,16,2021-01-10 20:45:39
"Aplikasi gojek sangat membantu, tp saran saya sih agar di buat donk cek ongkir, jd kalau ada org yg kirim barang kita bisa cek ongkirnya brp, tanpa harus ty brp ongkirnya lg ke org yg ngirim barang, jd bisa lebih nyaman,,",4,0,2018-11-07 19:51:18
Kesel sama aplikasi ini.. bukanya berkembang makin bagus malah makin jelek.. males lama2 pake gojekkk.. mending pindah ke grab enak gapernah error banyak promo nya lagi. Disini udh gada promo nya sering error' mulu kalo mau pesan gofood,1,3,2021-01-11 12:52:09
"Awalnya sudah oke, tapi lama2 susah untuk booking order, yang server penuhlah, truz susah dapet driver. padahal sebelum2nya lancar dan oke2 saja. mengecewakan sih, suka aneh aplikasinya. parahnya lagi hari ini top up gopay tapi ngga masuk ke saldo. ada notifikasi penambahan saldo, tapi saldo gopaynya nol. ini super duper aneh. tolong dong sistemnya diperbaiki, top up dg m-bca juga ngga bisa, top up dg drivernya bisa tapi saldo ngga masuk,,,",1,21,2019-06-25 14:09:55
"Sejak perubahan sistem dari mencari driver dulu terus keresto menjadi resto menyiapkan pesanan baru cari driver, waktu pesan dan antar semakin lama, jujur saya kecewa memakai aplikasi ini..",1,1,2021-07-03 19:46:44
Tiba2 diblokir karena ... Katanya terdeteksi pemakaian yang tidak biasa... 2 kali saya melaporkan ...Gak ada solusi yg berarti... Karena melanggar kebijakan....solusinya ganti device apa no hp... Bingung apa yg saya langgar... Sementara hp ak cm 1. Gopay saya masih 130 ribuan... Klo bisa saya ambil setelah itu tutup aplikasi. Makasih,1,1,2022-08-17 12:50:28
Ada driver yang deket milih yang jauh alhasil sampainya lama ngejar waktu pesen dri awal sampe 30-40 menit lamanya dtg driver gonta ganti mulu. Driver nunggu 10 menit gk gerak baru cancel itu mah buang waktu tolong aplikasi lebih bagus dan berguna skrg sangat tidak memprioritaskan waktu di perbaiki. Masa harus bayar biar gk telat aplikasi apa ini.,1,2,2025-10-10 15:38:20
Maaf saya harus kurangin bintangnya.. Saya sebenernya terbantu dengan aplikasi ini.. Tapi.. Maaf... sekali lagi maaf.... Saya makin kurang suka sistem cari pada gofood... Padahal dulu kunci carinya bisa.. Pakai Isi menu restoran.. Dan keluarlah pilihan resto yang menjual makanan tsb. Dan sekarang makin absurd sistem carinya.. Cari nama restoran aja kadang harus ketik lengkap namanya.... Padahal belum tentu hafal nama lengkap restoran..,3,305,2022-02-11 19:04:50
"kenapa ya sekarang tiap driver jalan atau sudah sampai di lokasi tidak ada notifikasi muncul? apalagi kalo lagi pesen gofood bener-bener ga bisa keluar dari aplikasi karna ga bakal muncul notifikasi nya, masa harus stay di aplikasi terus? kadang juga ga sinkron, driver sudah sampai tapi di aplikasi masih diam saja. saya jadi ribet kalau tiba tiba sudah sampai padahal di aplikasi masih diam saja..",2,5,2023-12-27 11:41:28
"Tolong perbaikan untuk masalah di type perangkat/device RMX1811 (Realme C1 versi android 9). Semenjak update terakhir sering terjadi *force close/bug crash, tiba-tiba layar terhenti pada saat pengoperasian menu di aplikasi. Terima Kasih!",4,39,2021-10-21 00:31:03
"Para drivernya khusus gocar selalu minta di cancel kalau lagi hujan ditambah susah terdeteksi titik jemput. Saya jadi sering cancel karena para driver tidak mau menjemput. Well, rating saya sbg costumer jadi buruk dan aplikasi anda jauh lebih buruk lagi kalau masih begini kualitasnya.",1,4,2026-02-20 13:19:39
Gimana sih ini kan diminta upgrade?!..tapi gak bisa2 ..loading terus..mana mau bayar pay latter tuh kan gak bisa. Tar giliran gak bayar2 di teror deh gw padahal mau klik aja susahnya minta ampun. Kapok banget coba2. Tolong sistemnya balik ke dulu lagi aja. Jangan rakus bikin sistem yg ngejlimet cari untung tapi customer dan driver gak nyaman. Gojek ada karena mitra lho!,1,1,2020-04-01 08:08:12
"Paling suka pakai aplikasi ini,tp tdk tau knp skrg kl pesan gofood susah nyambungnya,selalu tertulis jaringan sibuk padahal,sudah sejam dicoba terus tetap tdk bisa,semoga kedepannya lebih baik lagi",5,0,2022-07-11 12:00:14
"Aplikasinya udah bagus tapi kalau bisa aktifin fitur yg bisa chat ke penjual/tokonya, aku pesan makanan nunggu sampai 1 jam lebih ternyata kata kurirnya makanannya habis, tokonya gk ngabarin mau ngechat tokonya tapi gk bisa",4,3,2024-03-08 20:51:39
"Saya sangat suka aplikasi Gojek, Tapi TOLONG berikan tanda bahwa masih ada pesanan, Saya double order krn mengira Orderan ku tercancel, Entah buat tanda alarm atau tanda seperti org menelfon, Jangan buat seperti menu makanan....Terima kasih",5,6,2020-10-20 09:35:05
"Masalah nomor mati saja gua gk bisa bayar paylater, bisa gk kasih pilihan email buat nerima kode otp. Terlalu ribet sekali hanya krn kode saja. Trus kenapa kog gk bisa sistem auto tarik saldo saja sedangkan saldoq cukup buat bayar.",1,8,2022-12-18 06:08:54
"Aplikasi sangat buruk, sebelum update ini saya gampang transfer uang ke penjual akun game tapi sekarang jadi susah. Udah mah sekarang harus pakai GO-JEK Premium, bug aja masih banyak malah nambahin update tidak berguna. Belum lagi kalau salah top up bukannya langsung ke no. penjual kan jadi susah!?! 😡😡😡. Update paling terburuk sepanjang masa",1,15,2021-11-02 17:39:47
"Pesanan yg salah alamat susah untuk diubah dan tak bisa dibatalkan, lalu tadi saya pesan makanan 20mnt baru masuk ke resto saya sdh terlanjur pesan lagi jadi makanan saya double biasanya ada notifikasi resto tidak menerima pesanan tp ini tidak ada",3,0,2023-09-15 10:14:43
"Heran,,tiba² aplikasi memberitahukan akun saya di tutup secara otomatis dan permanen tanpa tahu sebabnya. Hanya dari satu pihak, jadi terpaksa rate bintang 1. Padahal sy hanya pengguna, bukan driver. Tks",1,14,2022-07-26 10:37:26
"Ada apa dengan gojek? Biasanya lancar² aja. Tiba² loading terus, dikira pake wifi jaringannya yang salah. Tp pas coba pake data seluler jg tetep sama . Coba clear data sampai uninstall. Malah gak bisa login sama sekali. Malu lah iklan nya udh pake BTS tp aplikasi nya gini amat 🤣",1,146,2022-09-15 16:55:11
"Bantuan permasalahan nya emang cepet namun, respon setelahnya itu sangat lama, saya nunggu 2 hari tapi masih tidak di respon. Saya report lagi namun jawabannya hanya mengonfirmasi kalo masalah sebelum nya telah di respon.memang di respon tapi setelah itu tidak ada penyelesaian atau solusi.",1,0,2021-09-28 22:58:23
"Gak jelas banget, tiap masukin kode promo gak bisa terus. Harga juga melonjak tinggi dari biasanya. Coba hapus akun, bikin akun baru eh sama aja. Padahal kemarin pas aktivitasi dapat voucher, mau dipakai hariini eh malah kosong tuh bagian vouchernya. Dahla tutup aj, lama-lama gak bagus sama sekali",1,0,2022-08-27 14:38:23
"setelah baca ulasan nya ternyata ada yang sama kasus nya. Setiap mau order selalu nunggu kadang harus keluar masuk aplikasi pdhl di daerah saya gojek warawiri tp tetep gk ada yg mau terima order nya. Toh habis itu saya selalu ngasih bintang lima ke driver nya. Dibanding gojek saya kira grab lebih baik hanya masalah jaringan saja yg kurang pas, udh gitu setiap saya mau order harga nya naik jadi lebih mahal. Saya kira karena belum update versi baru ternyata gk ada yg berubah setelah saya update.",1,0,2019-05-27 06:55:02
"tolong adakan fitur chat seller/ resto, jangan hanya resto yg bisa chat, saya sudah 3 kali mengalami pesanan yang lama dan tidak ada kejelasan dibatalkan pesanan saya oleh resto nya, saya sudah menunggu lama tau tau dibatalin. Kalo bisa ada fitur menilai profesionalitas resto, saha kasih bintang 1.",2,6,2024-09-01 13:29:54
"Dulu saya pengguna gojek, karena pindah hp jadi app gojek di uninstal. Sekarang mau instal lagi appnya, mau daftar tapi tidak bisa karena email sudah terdaftar. Saya mau coba langsung masuk tapi tidak bisa karena nomor tidak terdaftar. Mohon bantuannya min bagaimana caranya. Terimakasih",1,0,2020-09-13 09:19:52
"Untuk upgrade gopay nya susah, udh lebih dari 15x gagal terus, e-mail ke costumer service jawabannya sama aja kayak yg ada di blog, e-mail ke 2 respon nya jg telat banget lebih dari 2x24jam, id rusak, nah kalo KTP, SIM, nya msh bisa terlihat jelaspun msh di reject, apa ga ada checking manusia nya? apa hanya mengandalkan sistem? berarti sistem anda yang harus diperbaiki atau karyawan anda yg lalai mengecek data konsumen",1,4,2019-02-07 22:43:29
"Mimin Kendala ketika memesan makanan di gofood, minimal order sudah terpenuhi namun tidak terpasang karena saldo gopay berada di bawah minimal order padahal ketika kepotong sudah memenuhi pembayaran, contoh min belanja 30rb udah terpenuhi dan memiliki saldo 24rb, tetapi voucher tetap tidak terpasang walaupun kalau terpasang sudah menotong jadi 20rb pembayarannya, saya akan mengubah rating ketika sudah diperbarui, Terima kasih, pengguna GoJek.",3,20,2022-01-22 10:50:13
"Kasih bintang 2 dulu. Karna ongkir gofood dan gojek jadi mahal sekali. Biaya aplikasi juga ditanggung sama pengguna, padahal aplikasinya suka nge bug. Belum lagi kalau pesan gofood / gojek, kalau ramai belum ada driver yang ambil harus ngulang konfirmasi lagi pesanannya, semoga dibikin praktis langsung cari driver aja pengguna gak perlu berkali-kali ulang konfirmasi orderan. Pakai gopay ga menjamin dapat diskon di aplikasi, kalau top up pun kena charge. Semoga diperbaiki lagi performanya.",2,0,2022-04-30 17:39:11
kenapa tiba* fitur gopaylater cicil tiba tiba tidak dapat digunakan ? Padahal itu sangat membantu loh menurut saya . ga ada keterangan pula sampe kapan ini ada peningkatan layanan nya . Tolong dperbaiki secepatnya .,3,1,2023-01-02 13:34:53
Dear gojek Sekarang kalau hujan kenapa tidak bisa pesan lewat layanan gofood?? Semua resto tidak dapat menerima orderan. Karena hujan itu saya gak keluar jadi pesan lewat gofood dan 1 lagi. Sekarang kalau pesan go ride driver nya sering komplen kalau kita minta lewat jalan protokol. ( driver nya jalan sesuai dengan rute yang di berikan sama aplikasi karena jauh kalau lewat jalan protokol dan tak sesuai ongkos) Kasih pilihan buat kita buat merubah rute perjalanan . Tolong d pertimbangkan,2,5,2023-01-28 13:39:28
"Maaf sebelumnya. Saya sudah seringkali upgrade gopay ke gopat plus, selalu gagal. Tpi saya coba downlod aplikasi sebelah, lalu saya upgrade, cuman butuh beberapa menit langsung berhasil, tapi ko di gojek malah gagal melulu. Mohon solusinya",1,11,2020-05-20 05:24:24
"Saya mau order go car susahnya minta ampun. Padahal jaringan sangat stabil, berkali-kali munculnya ""ops something went wrong"" udh coba beralih dari wifi ke data tetap begitu. Ini gimana nasib ibu sama adek saya di pinggir jalan kelamaan nunggu di benerin gak bisa bisa.",1,210,2024-06-21 10:04:58
"saya menerima notofikasi pembayaran ke youtube premium, tetapi tidak menerima fitur premium tersebut di youtube saya, kejadian ini sudah 2 kali, terjadi dibulan lalu, dan hari ini. Saya harap bisa memberhentikan fitur pembayaran auto ke aplikasi. Kecewa banget sama gojek, padahal udah 2 tahun pake aplikasinya.",1,2,2021-07-11 21:56:19
"Maaf mau tanya, system searching makanannya dirubah yah? Biasanya kata yg dicari bisa langsung tertuju ke makanan, ini kata kuncinya malah ke nama restonya. Imbasnya jualan saya di gobiz berkurang banyak banget. karena nama resto nya ngga tertulis apa yang saya jual...",4,0,2021-02-28 19:34:41
"Diaplikasi jangan dibuat ditokonya pake promo pickup segala jika tidak bisa dipertahakan pelayanannya mohon dipertegas toko yang dipromokan. Hr ini ceritanya pesan pickup hrsny saya yang ambil sudah pesan ni tiba dichat y punya toko infonya sedang diperjalanan mau diantar kaget dong, kita pdhl pickup 5 menit kemudian diinfoin hrs diambil kesana lagi?? Gimana ngak kecewa pelanggan jika yang punya aplikasi ngak bisa tegas dgn toko penjualnya.",1,0,2022-12-13 18:59:56
"Aplikasinya terlalu besar untuk low end device. Akan lebih baik lagi ada ""Go-Jek Lite"" atau aplikasi dipecah per kategori dengan device yang menggunakan RAM kurang dari 2GB dan processor quadcore 2GHz atau lebih rendah.",3,6,2020-07-20 06:55:44
"Gopay saya ga masuk padahal tadi saya isi ulang status nya sudah berhasil, tapi pas di cek ga masuk saldo nya. Tolong dong itu gimana ya? Padahal saya udah coba restart hp, saya kita hp saya yg eror makanya gopay nya ga masuk2, ternyata pas di restart tetap aja belum masuk2 juga.",3,0,2020-06-27 20:11:14
"Menurut pengalaman saya memakai apk ini , sangat bagus, tapi terkadang platnomor/drivernya tidak sesuai dengan yang tertera di apk. Mungkin karena teman sekelompok/ apa gitu. Hanya itu, selebihnya good😄",5,0,2019-02-21 11:36:17
hallo tim gojek yang terhormat. status paylater saya kok di block ya. padahal saya bayar tepat waktu dan masih ada tagihan. batas pembayaran masih bulan depan. saya mau transaksi jadi tidak bisa. tolong di perbaiki paylaternya. terimakasih,2,1,2020-12-03 17:27:49
"Padahal suka buat pergi""an karena suka ada voucer, tapi kecewa karena gopay yang salah di input no hp 1 aja gabisa balik mana 150rb dan nggak bisa dibatalkan atau dikembalikan, padahal lumayan buat dipake makan",2,0,2023-09-21 01:56:49
"Gopay later saya di blokir sehingga sekarang tidak bisa menggunakan layanan tersebut untuk keperluan yang biasanya saya pakai layanan ini seperti beli token listrik dan lain-lain yang sifatnya kecil dibawah nominal 50 ribu, ya sudahlah selamat kehilangan pelanggan, satu persatu blokir saja semua aplikasi paylater driver.",2,0,2023-08-28 15:52:08
Kenapa akun saya tiba tiba dibekukan dg alasan ada aktivitas mencurigakan dari akun saya Padahal saya cuma order gofood 2x Lewat halaman bantuan jawaban nya terdeteksi percobaan masuk ke akun gojek melalui perangkat yang menggunakan beberapa akun atau nomor virtual Padahal saya tidak pernah login log out Salah saya apa coba??? Call center di telpon suaranya putus putus terus hilang,1,0,2021-11-20 19:21:07
Kasih bintang 1 aja. Masa iya pesanan salah pencet baru beberapa detik mau batalin gak bisa. Beda sama apps satu nya. Sangat mengecewakan. Tolong kebijakannya diperbaiki lg biar gak mengecewakan cust,1,6,2021-02-10 14:06:57
kecewa dengan aplikasi ini. barang saya hilang tapi tidak ada pergantian ganti ruginya. padahal dalam proses laporan sudah melampirkan bukti .,1,0,2026-06-18 10:24:55
"Biasa beli langganan paket buat gratis ongkir gofood, ekh pas yg langganan kali ini di iming-imingi langganan 90 hari dengan harga 100k an... Tapi ternyata paket nya gak guna, toko2x favorit apaan, gak ada yg gw favoritin, nyesel perpanjang paket langganan yg gak berguna.",3,2,2023-04-21 16:37:26
"Mau order GoRide maupun GoCar, lokasi selalu tidak terdeteksi. Keterangan: 1. Map permission sudah di enable. 2. GPS sudah aktif. 3. Sudah mencoba login menggunakan akun lain tetapi tetap muncul masalah yang sama. Semoga segera diperbaiki bug ini. Terimakasih.",1,0,2019-11-27 18:55:59
Harap diperbaiki lagi. Terutama penempatan titik lokasi tidak sesuai dengan alamat yang tertera. Masa saya setiap pesan gofood titik lokasinya tidak sesuai dengan alamat yg saya cantumkan. Mohon kedepannya lebih maksimal lagi ya pihak aplikasi.,1,2,2024-03-15 17:20:06
